title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 014B 10 S,LE 014B 10 S,LE014B10S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.875,1.875,47.63,4.763,0.04,0.04,1.02,0.102,0.08,0.08,0.014,0.14,0.0014,0.014,1.4,14,0.008,0.008,0.0014,0.014,0.00014,0.0014,0.14,1.4,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,113.9421,113.9,0.014,0.014,0.36,0.036,Standard Loops,0.0333,0.0333,0.148,0.0151,15.1,0.00666,0.00666,0.0296,0.00302,3.02,0.6664,0.6664,2.964,0.3023,302.3,9.475,9.475,240.67,24.067,1.555,1.555,39.5,3.95,Factory Option,Passivate per ASTM A967,0.00297,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 10 S316,LE 014B 10 S316,LE014B10S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.875,1.875,47.63,4.763,0.04,0.04,1.02,0.102,0.08,0.08,0.014,0.14,0.0014,0.014,1.4,14,0.008,0.008,0.0014,0.014,0.00014,0.0014,0.14,1.4,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,113.9421,113.9,0.014,0.014,0.36,0.036,Standard Loops,0.0333,0.0333,0.148,0.0151,15.1,0.00666,0.00666,0.0296,0.00302,3.02,0.499,0.499,2.22,0.2263,226.3,7.696,7.696,195.48,19.548,1.555,1.555,39.5,3.95,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00297,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 11 M,LE 014B 11 M,LE014B11M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.09,0.09,0.016,0.16,0.0016,0.016,1.6,16,0.009,0.009,0.0016,0.016,0.00016,0.0016,0.16,1.6,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,121.5382,121.5,0.014,0.014,0.36,0.036,Standard Loops,0.04,0.04,0.178,0.0181,18.1,0.008,0.008,0.0356,0.00363,3.63,0.8,0.8,3.559,0.3629,362.9,10.44,10.44,265.18,26.518,1.68,1.68,42.67,4.267,Factory Option,Zinc Plate and Bake per ASTM B633,0.00311,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 11 S,LE 014B 11 S,LE014B11S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.075,0.075,0.013,0.13,0.0013,0.013,1.3,13,0.0075,0.0075,0.0013,0.013,0.00013,0.0013,0.13,1.3,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,121.538,121.5,0.014,0.014,0.36,0.036,Standard Loops,0.0333,0.0333,0.148,0.0151,15.1,0.00666,0.00666,0.0296,0.00302,3.02,0.6664,0.6664,2.964,0.3023,302.3,10.44,10.44,265.18,26.518,1.68,1.68,42.67,4.267,Factory Option,Passivate per ASTM A967,0.00339,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 11 S316,LE 014B 11 S316,LE014B11S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.075,0.075,0.013,0.13,0.0013,0.013,1.3,13,0.0075,0.0075,0.0013,0.013,0.00013,0.0013,0.13,1.3,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,121.538,121.5,0.014,0.014,0.36,0.036,Standard Loops,0.0333,0.0333,0.148,0.0151,15.1,0.00666,0.00666,0.0296,0.00302,3.02,0.499,0.499,2.22,0.2263,226.3,8.209,8.209,208.51,20.851,1.68,1.68,42.67,4.267,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00339,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 12 M,LE 014B 12 M,LE014B12M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.08,0.08,0.014,0.14,0.0014,0.014,1.4,14,0.008,0.008,0.0014,0.014,0.00014,0.0014,0.14,1.4,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,136.7305,136.7,0.014,0.014,0.36,0.036,Standard Loops,0.04,0.04,0.178,0.0181,18.1,0.008,0.008,0.0356,0.00363,3.63,0.8,0.8,3.559,0.3629,362.9,11.75,11.75,298.45,29.845,1.93,1.93,49.02,4.902,Factory Option,Zinc Plate and Bake per ASTM B633,0.00349,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 12 S,LE 014B 12 S,LE014B12S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.067,0.067,0.012,0.12,0.0012,0.012,1.2,12,0.0067,0.0067,0.0012,0.012,0.00012,0.0012,0.12,1.2,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,136.05,136.1,0.014,0.014,0.36,0.036,Standard Loops,0.0333,0.0333,0.148,0.0151,15.1,0.00666,0.00666,0.0296,0.00302,3.02,0.6664,0.6664,2.964,0.3023,302.3,11.75,11.75,298.45,29.845,1.93,1.93,49.02,4.902,Factory Option,Passivate per ASTM A967,0.00349,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 12 S316,LE 014B 12 S316,LE014B12S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.067,0.067,0.012,0.12,0.0012,0.012,1.2,12,0.0067,0.0067,0.0012,0.012,0.00012,0.0012,0.12,1.2,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,136.05,136.1,0.014,0.014,0.36,0.036,Standard Loops,0.0333,0.0333,0.148,0.0151,15.1,0.00666,0.00666,0.0296,0.00302,3.02,0.499,0.499,2.22,0.2263,226.3,9.2,9.2,233.68,23.368,1.93,1.93,49.02,4.902,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00349,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 13 M,LE 014B 13 M,LE014B13M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,0.07,0.07,0.012,0.12,0.0013,0.013,1.3,13,0.007,0.007,0.0012,0.012,0.00013,0.0013,0.13,1.3,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,156.2635,156.3,0.014,0.014,0.36,0.036,Standard Loops,0.04,0.04,0.178,0.0181,18.1,0.008,0.008,0.0356,0.00363,3.63,0.8,0.8,3.559,0.3629,362.9,13.36,13.36,339.34,33.934,2.18,2.18,55.37,5.537,Factory Option,Zinc Plate and Bake per ASTM B633,0.00398,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 13 S,LE 014B 13 S,LE014B13S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,0.06,0.06,0.011,0.11,0.0011,0.011,1.1,11,0.006,0.006,0.0011,0.011,0.00011,0.0011,0.11,1.1,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,151.9228,151.9,0.014,0.014,0.36,0.036,Standard Loops,0.0333,0.0333,0.148,0.0151,15.1,0.00666,0.00666,0.0296,0.00302,3.02,0.6664,0.6664,2.964,0.3023,302.3,13.36,13.36,339.34,33.934,2.18,2.18,55.37,5.537,Factory Option,Passivate per ASTM A967,0.00394,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 13 S316,LE 014B 13 S316,LE014B13S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,0.06,0.06,0.011,0.11,0.0011,0.011,1.1,11,0.006,0.006,0.0011,0.011,0.00011,0.0011,0.11,1.1,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,151.9228,151.9,0.014,0.014,0.36,0.036,Standard Loops,0.0333,0.0333,0.148,0.0151,15.1,0.00666,0.00666,0.0296,0.00302,3.02,0.499,0.499,2.22,0.2263,226.3,10.261,10.261,260.63,26.063,2.18,2.18,55.37,5.537,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00394,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 1A M,LE 014B 1A M,LE014B1AM,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,0.368,0.368,0.064,0.64,0.0066,0.066,6.6,66,0.0368,0.0368,0.0064,0.064,0.00066,0.0066,0.66,6.6,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,29.71,29.7,0.014,0.014,0.36,0.036,Standard Loops,0.04,0.04,0.178,0.0181,18.1,0.008,0.008,0.0356,0.00363,3.63,0.8,0.8,3.559,0.3629,362.9,2.815,2.815,71.5,7.15,0.43,0.43,10.92,1.092,Factory Option,Zinc Plate and Bake per ASTM B633,0.0008,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 1A S,LE 014B 1A S,LE014B1AS,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,0.307,0.307,0.054,0.54,0.0055,0.055,5.5,55,0.0307,0.0307,0.0054,0.054,0.00055,0.0055,0.55,5.5,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,29.69,29.7,0.014,0.014,0.36,0.036,Standard Loops,0.0333,0.0333,0.148,0.0151,15.1,0.00666,0.00666,0.0296,0.00302,3.02,0.6664,0.6664,2.964,0.3023,302.3,2.815,2.815,71.5,7.15,0.43,0.43,10.92,1.092,Factory Option,Passivate per ASTM A967,0.0008,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 014B 1A S316,LE 014B 1A S316,LE014B1AS316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,0.307,0.307,0.054,0.54,0.0055,0.055,5.5,55,0.0307,0.0307,0.0054,0.054,0.00055,0.0055,0.55,5.5,0.16,0.16,4.06,0.406,REF,Reference,Reference,Reference,29.69,29.7,0.014,0.014,0.36,0.036,Standard Loops,0.0333,0.0333,0.148,0.0151,15.1,0.00666,0.00666,0.0296,0.00302,3.02,0.499,0.499,2.22,0.2263,226.3,2.266,2.266,57.56,5.756,0.43,0.43,10.92,1.092,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0008,0.16,0.16,4.06,0.406,Random,0.014,0.014,0.36,0.036
LE 016A 0 M,LE 016A 0 M,LE016A0M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,1.75,1.75,0.306,3.06,0.0313,0.313,31.3,313,0.175,0.175,0.0306,0.306,0.00313,0.0313,3.13,31.3,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,43.3764,43.4,0.016,0.016,0.41,0.041,Standard Loops,0.2,0.2,0.89,0.0907,90.7,0.04,0.04,0.1779,0.01814,18.14,1.6,1.6,7.117,0.7258,725.8,1.675,1.675,42.55,4.255,0.689,0.689,17.5,1.75,Factory Option,Zinc Plate and Bake per ASTM B633,0.00093,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 0 S,LE 016A 0 S,LE016A0S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,1.46,1.46,0.256,2.56,0.0261,0.261,26.1,261,0.146,0.146,0.0256,0.256,0.00261,0.0261,2.61,26.1,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,43.3268,43.3,0.016,0.016,0.41,0.041,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.3328,1.3328,5.929,0.6046,604.6,1.675,1.675,42.55,4.255,0.689,0.689,17.5,1.75,Factory Option,Passivate per ASTM A967,0.00095,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 0 S316,LE 016A 0 S316,LE016A0S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,1.46,1.46,0.256,2.56,0.0261,0.261,26.1,261,0.146,0.146,0.0256,0.256,0.00261,0.0261,2.61,26.1,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,43.3268,43.3,0.016,0.016,0.41,0.041,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,0.999,0.999,4.444,0.4531,453.1,1.445,1.445,36.7,3.67,0.689,0.689,17.5,1.75,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00095,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 00 M,LE 016A 00 M,LE016A00M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,2.1,2.1,0.368,3.68,0.0375,0.375,37.5,375,0.21,0.21,0.0368,0.368,0.00375,0.0375,3.75,37.5,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,36.147,36.1,0.016,0.016,0.41,0.041,Standard Loops,0.2,0.2,0.89,0.0907,90.7,0.04,0.04,0.1779,0.01814,18.14,1.6,1.6,7.117,0.7258,725.8,1.42,1.42,36.07,3.607,0.564,0.564,14.33,1.433,Factory Option,Zinc Plate and Bake per ASTM B633,0.00078,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 00 S,LE 016A 00 S,LE016A00S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,1.75,1.75,0.306,3.06,0.0313,0.313,31.3,313,0.175,0.175,0.0306,0.306,0.00313,0.0313,3.13,31.3,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,36.147,36.1,0.016,0.016,0.41,0.041,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.3328,1.3328,5.929,0.6046,604.6,1.42,1.42,36.07,3.607,0.564,0.564,14.33,1.433,Factory Option,Passivate per ASTM A967,0.0008,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 00 S316,LE 016A 00 S316,LE016A00S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,1.75,1.75,0.306,3.06,0.0313,0.313,31.3,313,0.175,0.175,0.0306,0.306,0.00313,0.0313,3.13,31.3,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,36.147,36.1,0.016,0.016,0.41,0.041,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,0.999,0.999,4.444,0.4531,453.1,1.225,1.225,31.12,3.112,0.564,0.564,14.33,1.433,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0008,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 001M,LE 016A 001M,LE016A001M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,2.86,2.86,0.501,5.01,0.0511,0.511,51.1,511,0.286,0.286,0.0501,0.501,0.00511,0.0511,5.11,51.1,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,26.5415,26.5,0.016,0.016,0.41,0.041,Standard Loops,0.2,0.2,0.89,0.0907,90.7,0.04,0.04,0.1779,0.01814,18.14,1.6,1.6,7.117,0.7258,725.8,1.115,1.115,28.32,2.832,0.439,0.439,11.15,1.115,Factory Option,Zinc Plate and Bake per ASTM B633,0.00059,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 001S,LE 016A 001S,LE016A001S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,2.38,2.38,0.417,4.17,0.0425,0.425,42.5,425,0.238,0.238,0.0417,0.417,0.00425,0.0425,4.25,42.5,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,26.5786,26.6,0.016,0.016,0.41,0.041,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.3328,1.3328,5.929,0.6046,604.6,1.115,1.115,28.32,2.832,0.439,0.439,11.15,1.115,Factory Option,Passivate per ASTM A967,0.0006,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 001S316,LE 016A 001S316,LE016A001S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,2.38,2.38,0.417,4.17,0.0425,0.425,42.5,425,0.238,0.238,0.0417,0.417,0.00425,0.0425,4.25,42.5,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,26.5786,26.6,0.016,0.016,0.41,0.041,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,0.999,0.999,4.444,0.4531,453.1,0.974,0.974,24.74,2.474,0.439,0.439,11.15,1.115,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0006,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 002M,LE 016A 002M,LE016A002M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,4.1,4.1,0.718,7.18,0.0732,0.732,73.2,732,0.41,0.41,0.0718,0.718,0.00732,0.0732,7.32,73.2,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,18.5143,18.5,0.016,0.016,0.41,0.041,Standard Loops,0.2,0.2,0.89,0.0907,90.7,0.04,0.04,0.1779,0.01814,18.14,1.6,1.6,7.117,0.7258,725.8,0.84,0.84,21.34,2.134,0.314,0.314,7.98,0.798,Factory Option,Zinc Plate and Bake per ASTM B633,0.00042,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 002S,LE 016A 002S,LE016A002S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,3.42,3.42,0.599,5.99,0.0611,0.611,61.1,611,0.342,0.342,0.0599,0.599,0.00611,0.0611,6.11,61.1,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,18.4962,18.5,0.016,0.016,0.41,0.041,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.3328,1.3328,5.929,0.6046,604.6,0.84,0.84,21.34,2.134,0.314,0.314,7.98,0.798,Factory Option,Passivate per ASTM A967,0.00043,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 002S316,LE 016A 002S316,LE016A002S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,3.42,3.42,0.599,5.99,0.0611,0.611,61.1,611,0.342,0.342,0.0599,0.599,0.00611,0.0611,6.11,61.1,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,18.4962,18.5,0.016,0.016,0.41,0.041,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,0.999,0.999,4.444,0.4531,453.1,0.743,0.743,18.87,1.887,0.314,0.314,7.98,0.798,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00043,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
LE 016A 003M,LE 016A 003M,LE016A003M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,7.02,7.02,1.229,12.29,0.1254,1.254,125.4,1254,0.702,0.702,0.1229,1.229,0.01254,0.1254,12.54,125.4,0.093,0.093,2.36,0.236,REF,Reference,Reference,Reference,10.81,10.8,0.016,0.016,0.41,0.041,Standard Loops,0.2,0.2,0.89,0.0907,90.7,0.04,0.04,0.1779,0.01814,18.14,1.6,1.6,7.117,0.7258,725.8,0.575,0.575,14.61,1.461,0.189,0.189,4.8,0.48,Factory Option,Zinc Plate and Bake per ASTM B633,0.00026,0.093,0.093,2.36,0.236,Random,0.016,0.016,0.41,0.041
