title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
EI 011AA 01M,EI 011AA 01M,EI011AA01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,6.302,6.302,1.104,11.04,0.1125,1.125,112.5,1125,0.63,0.63,0.1103,1.103,0.01125,0.1125,11.25,112.5,0.056,0.056,1.42,0.142,REF,Reference,Reference,Reference,11.523,11.5,0.011,0.011,0.28,0.028,Standard Loops,0.09,0.09,0.4,0.0408,40.8,0.018,0.018,0.0801,0.00816,8.16,1.03,1.03,4.582,0.4672,467.2,0.399,0.399,10.13,1.013,0.138,0.138,3.51,0.351,Factory Option,Pre-coated with Tin,0.00008,0.056,0.056,1.42,0.142,Random,0.011,0.011,0.28,0.028
EI 011AA 01S,EI 011AA 01S,EI011AA01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,5.251,5.251,0.92,9.2,0.0938,0.938,93.8,938,0.525,0.525,0.0919,0.919,0.00938,0.0938,9.38,93.8,0.056,0.056,1.42,0.142,REF,Reference,Reference,Reference,11.523,11.5,0.011,0.011,0.28,0.028,Standard Loops,0.075,0.075,0.334,0.034,34,0.014,0.014,0.0623,0.00635,6.35,0.864,0.864,3.843,0.3919,391.9,0.4,0.4,10.16,1.016,0.138,0.138,3.51,0.351,Factory Option,Passivate per ASTM A967,0.00008,0.056,0.056,1.42,0.142,Random,0.011,0.011,0.28,0.028
EI 011AA 01S316,EI 011AA 01S316,EI011AA01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,5.251,5.251,0.92,9.2,0.0938,0.938,93.8,938,0.525,0.525,0.0919,0.919,0.00938,0.0938,9.38,93.8,0.056,0.056,1.42,0.142,REF,Reference,Reference,Reference,11.523,11.5,0.011,0.011,0.28,0.028,Standard Loops,0.075,0.075,0.334,0.034,34,0.014,0.014,0.0623,0.00635,6.35,0.648,0.648,2.882,0.2939,293.9,0.359,0.359,9.12,0.912,0.138,0.138,3.51,0.351,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00008,0.056,0.056,1.42,0.142,Random,0.011,0.011,0.28,0.028
EI 011AA 02M,EI 011AA 02M,EI011AA02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,4.209,4.209,0.737,7.37,0.0752,0.752,75.2,752,0.42,0.42,0.0736,0.736,0.0075,0.075,7.5,75,0.056,0.056,1.42,0.142,REF,Reference,Reference,Reference,17.25,17.3,0.011,0.011,0.28,0.028,Standard Loops,0.09,0.09,0.4,0.0408,40.8,0.018,0.018,0.0801,0.00816,8.16,1.03,1.03,4.582,0.4672,467.2,0.536,0.536,13.61,1.361,0.201,0.201,5.11,0.511,Factory Option,Pre-coated with Tin,0.00012,0.056,0.056,1.42,0.142,Random,0.011,0.011,0.28,0.028
EI 011AA 02S,EI 011AA 02S,EI011AA02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,3.508,3.508,0.614,6.14,0.0626,0.626,62.6,626,0.35,0.35,0.0613,0.613,0.00625,0.0625,6.25,62.5,0.056,0.056,1.42,0.142,REF,Reference,Reference,Reference,17.25,17.3,0.011,0.011,0.28,0.028,Standard Loops,0.075,0.075,0.334,0.034,34,0.014,0.014,0.0623,0.00635,6.35,0.864,0.864,3.843,0.3919,391.9,0.538,0.538,13.67,1.367,0.201,0.201,5.11,0.511,Factory Option,Passivate per ASTM A967,0.00012,0.056,0.056,1.42,0.142,Random,0.011,0.011,0.28,0.028
EI 011AA 02S316,EI 011AA 02S316,EI011AA02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,3.508,3.508,0.614,6.14,0.0626,0.626,62.6,626,0.35,0.35,0.0613,0.613,0.00625,0.0625,6.25,62.5,0.056,0.056,1.42,0.142,REF,Reference,Reference,Reference,17.25,17.3,0.011,0.011,0.28,0.028,Standard Loops,0.075,0.075,0.334,0.034,34,0.014,0.014,0.0623,0.00635,6.35,0.648,0.648,2.882,0.2939,293.9,0.476,0.476,12.09,1.209,0.201,0.201,5.11,0.511,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00012,0.056,0.056,1.42,0.142,Random,0.011,0.011,0.28,0.028
EI 011AA 03M,EI 011AA 03M,EI011AA03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,3.173,3.173,0.556,5.56,0.0567,0.567,56.7,567,0.317,0.317,0.0555,0.555,0.00566,0.0566,5.66,56.6,0.056,0.056,1.42,0.142,REF,Reference,Reference,Reference,22.886,22.9,0.011,0.011,0.28,0.028,Standard Loops,0.09,0.09,0.4,0.0408,40.8,0.018,0.018,0.0801,0.00816,8.16,1.03,1.03,4.582,0.4672,467.2,0.671,0.671,17.04,1.704,0.263,0.263,6.68,0.668,Factory Option,Pre-coated with Tin,0.00015,0.056,0.056,1.42,0.142,Random,0.011,0.011,0.28,0.028
EI 011AA 03S,EI 011AA 03S,EI011AA03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,2.644,2.644,0.463,4.63,0.0472,0.472,47.2,472,0.264,0.264,0.0462,0.462,0.00471,0.0471,4.71,47.1,0.056,0.056,1.42,0.142,REF,Reference,Reference,Reference,22.886,22.9,0.011,0.011,0.28,0.028,Standard Loops,0.075,0.075,0.334,0.034,34,0.014,0.014,0.0623,0.00635,6.35,0.864,0.864,3.843,0.3919,391.9,0.673,0.673,17.09,1.709,0.263,0.263,6.68,0.668,Factory Option,Passivate per ASTM A967,0.00015,0.056,0.056,1.42,0.142,Random,0.011,0.011,0.28,0.028
EI 011AA 03S316,EI 011AA 03S316,EI011AA03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,2.644,2.644,0.463,4.63,0.0472,0.472,47.2,472,0.264,0.264,0.0462,0.462,0.00471,0.0471,4.71,47.1,0.056,0.056,1.42,0.142,REF,Reference,Reference,Reference,22.886,22.9,0.011,0.011,0.28,0.028,Standard Loops,0.075,0.075,0.334,0.034,34,0.014,0.014,0.0623,0.00635,6.35,0.648,0.648,2.882,0.2939,293.9,0.591,0.591,15.01,1.501,0.263,0.263,6.68,0.668,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00015,0.056,0.056,1.42,0.142,Random,0.011,0.011,0.28,0.028
EI 011AA 04M,EI 011AA 04M,EI011AA04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,2.538,2.538,0.444,4.44,0.0453,0.453,45.3,453,0.253,0.253,0.0443,0.443,0.00452,0.0452,4.52,45.2,0.056,0.056,1.42,0.142,REF,Reference,Reference,Reference,28.614,28.6,0.011,0.011,0.28,0.028,Standard Loops,0.09,0.09,0.4,0.0408,40.8,0.018,0.018,0.0801,0.00816,8.16,1.03,1.03,4.582,0.4672,467.2,0.808,0.808,20.52,2.052,0.326,0.326,8.28,0.828,Factory Option,Pre-coated with Tin,0.00018,0.056,0.056,1.42,0.142,Random,0.011,0.011,0.28,0.028
