title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LW 044 04 0330S,LW 044 04 0330S,LW044040330S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.399,0.399,10.13,1.013,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.33,0.33,8.38,0.838,0.06,0.06,1.52,0.152,21,21,3.678,36.78,0.375,3.75,375.02,3750.2,5.25,5.25,0.9194,9.194,0.09375,0.9375,93.755,937.55,0.056,0.056,1.42,0.142,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,5.754,5.754,25.6,2.61,2610.01,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.319,0.319,8.1,0.81,Reference,Reference,Reference,Reference,,0.000729
LW 044 04 0385S,LW 044 04 0385S,LW044040385S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.399,0.399,10.13,1.013,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.385,0.385,9.78,0.978,0.06,0.06,1.52,0.152,18,18,3.152,31.52,0.3214,3.214,321.44,3214.4,4.5,4.5,0.7881,7.881,0.08036,0.8036,80.361,803.61,0.064,0.064,1.63,0.163,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,5.778,5.778,25.7,2.621,2620.9,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.319,0.319,8.1,0.81,Reference,Reference,Reference,Reference,,0.000941
LW 044 04 0440S,LW 044 04 0440S,LW044040440S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.399,0.399,10.13,1.013,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.44,0.44,11.18,1.118,0.06,0.06,1.52,0.152,16,16,2.802,28.02,0.2857,2.857,285.73,2857.3,4,4,0.7005,7.005,0.07143,0.7143,71.432,714.32,0.072,0.072,1.83,0.183,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,5.888,5.888,26.19,2.671,2670.8,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.319,0.319,8.1,0.81,Reference,Reference,Reference,Reference,,0.001291
LW 044 04 0495S,LW 044 04 0495S,LW044040495S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.399,0.399,10.13,1.013,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.495,0.495,12.57,1.257,0.06,0.06,1.52,0.152,14,14,2.452,24.52,0.25,2.5,250.01,2500.1,3.5,3.5,0.613,6.13,0.0625,0.625,62.503,625.03,0.08,0.08,2.03,0.203,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,5.81,5.81,25.84,2.635,2635.42,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.319,0.319,8.1,0.81,Reference,Reference,Reference,Reference,,0.001093
LW 044 04 0550S,LW 044 04 0550S,LW044040550S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.399,0.399,10.13,1.013,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.55,0.55,13.97,1.397,0.09,0.09,2.29,0.229,13,13,2.277,22.77,0.2322,2.322,232.15,2321.5,3.25,3.25,0.5692,5.692,0.05804,0.5804,58.039,580.39,0.088,0.088,2.24,0.224,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.006,6.006,26.72,2.724,2724.32,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.319,0.319,8.1,0.81,Reference,Reference,Reference,Reference,,0.001344
LW 044 04 0605S,LW 044 04 0605S,LW044040605S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.399,0.399,10.13,1.013,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.605,0.605,15.37,1.537,0.09,0.09,2.29,0.229,12,12,2.102,21.02,0.2143,2.143,214.3,2143,3,3,0.5254,5.254,0.05357,0.5357,53.574,535.74,0.096,0.096,2.44,0.244,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.108,6.108,27.17,2.771,2770.59,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.319,0.319,8.1,0.81,Reference,Reference,Reference,Reference,,0.001336
LW 044 08 0165S,LW 044 08 0165S,LW044080165S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.405,0.405,10.29,1.029,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.165,0.165,4.19,0.419,0.03,0.03,0.76,0.076,96,96,16.813,168.13,1.7144,17.144,1714.37,17143.7,24,24,4.2032,42.032,0.42859,4.2859,428.592,4285.92,0.044,0.044,1.12,0.112,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7,11.616,11.616,51.67,5.269,5269.02,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.313,0.313,7.95,0.795,Reference,Reference,Reference,Reference,,0.000637
LW 044 08 0220S,LW 044 08 0220S,LW044080220S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.405,0.405,10.29,1.029,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.22,0.22,5.59,0.559,0.03,0.03,0.76,0.076,76,76,13.31,133.1,1.3572,13.572,1357.21,13572.1,19,19,3.3275,33.275,0.3393,3.393,339.302,3393.02,0.055,0.055,1.4,0.14,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7,12.54,12.54,55.78,5.688,5688.14,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.313,0.313,7.95,0.795,Reference,Reference,Reference,Reference,,0.00102
LW 044 08 0275S,LW 044 08 0275S,LW044080275S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.405,0.405,10.29,1.029,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.275,0.275,6.99,0.699,0.06,0.06,1.52,0.152,60,60,10.508,105.08,1.0715,10.715,1071.48,10714.8,15,15,2.627,26.27,0.26787,2.6787,267.87,2678.7,0.066,0.066,1.68,0.168,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7,12.54,12.54,55.78,5.688,5688.14,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.313,0.313,7.95,0.795,Reference,Reference,Reference,Reference,,0.001062
LW 044 08 0330S,LW 044 08 0330S,LW044080330S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.405,0.405,10.29,1.029,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.33,0.33,8.38,0.838,0.06,0.06,1.52,0.152,53,53,9.282,92.82,0.9465,9.465,946.47,9464.7,13.25,13.25,2.3205,23.205,0.23662,2.3662,236.619,2366.19,0.077,0.077,1.96,0.196,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7,13.409,13.409,59.65,6.082,6082.32,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.313,0.313,7.95,0.795,Reference,Reference,Reference,Reference,,0.001169
LW 044 08 0385S,LW 044 08 0385S,LW044080385S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.405,0.405,10.29,1.029,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.385,0.385,9.78,0.978,0.06,0.06,1.52,0.152,43,43,7.531,75.31,0.7679,7.679,767.89,7678.9,10.75,10.75,1.8827,18.827,0.19197,1.9197,191.974,1919.74,0.088,0.088,2.24,0.224,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7,12.771,12.771,56.81,5.793,5792.93,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.313,0.313,7.95,0.795,Reference,Reference,Reference,Reference,,0.001487
LW 044 08 0440S,LW 044 08 0440S,LW044080440S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.405,0.405,10.29,1.029,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.44,0.44,11.18,1.118,0.06,0.06,1.52,0.152,38,38,6.655,66.55,0.6786,6.786,678.6,6786,9.5,9.5,1.6638,16.638,0.16965,1.6965,169.651,1696.51,0.099,0.099,2.52,0.252,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7,12.958,12.958,57.64,5.878,5877.75,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.313,0.313,7.95,0.795,Reference,Reference,Reference,Reference,,0.002041
LW 044 08 0495S,LW 044 08 0495S,LW044080495S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.405,0.405,10.29,1.029,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.495,0.495,12.57,1.257,0.06,0.06,1.52,0.152,33,33,5.779,57.79,0.5893,5.893,589.31,5893.1,8.25,8.25,1.4448,14.448,0.14733,1.4733,147.329,1473.29,0.11,0.11,2.79,0.279,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7,12.705,12.705,56.51,5.763,5762.99,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.313,0.313,7.95,0.795,Reference,Reference,Reference,Reference,,0.001754
LW 044 08 0550S,LW 044 08 0550S,LW044080550S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.405,0.405,10.29,1.029,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.55,0.55,13.97,1.397,0.09,0.09,2.29,0.229,31,31,5.429,54.29,0.5536,5.536,553.6,5536,7.75,7.75,1.3573,13.573,0.1384,1.384,138.4,1384,0.121,0.121,3.07,0.307,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7,13.299,13.299,59.16,6.032,6032.43,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.313,0.313,7.95,0.795,Reference,Reference,Reference,Reference,,0.002125
LW 044 08 0605S,LW 044 08 0605S,LW044080605S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.405,0.405,10.29,1.029,Reference,Reference,Reference,Reference,0.437,0.437,11.1,1.11,0.281,0.281,7.14,0.714,MIN,MIN,MIN,MIN,0.605,0.605,15.37,1.537,0.09,0.09,2.29,0.229,28,28,4.904,49.04,0.5,5,500.02,5000.2,7,7,1.2259,12.259,0.12501,1.2501,125.006,1250.06,0.132,0.132,3.35,0.335,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7,13.244,13.244,58.91,6.007,6007.48,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.313,0.313,7.95,0.795,Reference,Reference,Reference,Reference,,0.002806
LW 050 05 0180S,LW 050 05 0180S,LW050050180S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.462,0.462,11.73,1.173,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.18,0.18,4.57,0.457,0.03,0.03,0.76,0.076,42,42,7.356,73.56,0.75,7.5,750.04,7500.4,10.5,10.5,1.8389,18.389,0.18751,1.8751,187.509,1875.09,0.032,0.032,0.81,0.081,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.216,6.216,27.65,2.82,2819.58,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,,0.000638
LW 050 05 0240S,LW 050 05 0240S,LW050050240S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.462,0.462,11.73,1.173,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.24,0.24,6.1,0.61,0.03,0.03,0.76,0.076,33,33,5.779,57.79,0.5893,5.893,589.31,5893.1,8.25,8.25,1.4448,14.448,0.14733,1.4733,147.329,1473.29,0.04,0.04,1.02,0.102,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.6,6.6,29.36,2.994,2993.76,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,,0.001022
LW 050 05 0300S,LW 050 05 0300S,LW050050300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.462,0.462,11.73,1.173,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,26,26,4.553,45.53,0.4643,4.643,464.31,4643.1,6.5,6.5,1.1384,11.384,0.11608,1.1608,116.077,1160.77,0.048,0.048,1.22,0.122,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.552,6.552,29.14,2.972,2971.99,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,,0.001064
LW 050 05 0360S,LW 050 05 0360S,LW050050360S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.462,0.462,11.73,1.173,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.36,0.36,9.14,0.914,0.06,0.06,1.52,0.152,22,22,3.853,38.53,0.3929,3.929,392.88,3928.8,5.5,5.5,0.9632,9.632,0.09822,0.9822,98.219,982.19,0.056,0.056,1.42,0.142,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.688,6.688,29.75,3.034,3033.68,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,,0.001181
LW 050 05 0420S,LW 050 05 0420S,LW050050420S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.462,0.462,11.73,1.173,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.42,0.42,10.67,1.067,0.06,0.06,1.52,0.152,19,19,3.328,33.28,0.3393,3.393,339.3,3393,4.75,4.75,0.8319,8.319,0.08483,0.8483,84.826,848.26,0.064,0.064,1.63,0.163,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.764,6.764,30.09,3.068,3068.15,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,,0.001489
LW 050 05 0480S,LW 050 05 0480S,LW050050480S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.462,0.462,11.73,1.173,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.48,0.48,12.19,1.219,0.06,0.06,1.52,0.152,17,17,2.977,29.77,0.3036,3.036,303.59,3035.9,4.25,4.25,0.7443,7.443,0.0759,0.759,75.897,758.97,0.072,0.072,1.83,0.183,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.936,6.936,30.85,3.146,3146.17,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,,0.002043
LW 050 05 0540S,LW 050 05 0540S,LW050050540S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.462,0.462,11.73,1.173,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.54,0.54,13.72,1.372,0.09,0.09,2.29,0.229,14,14,2.452,24.52,0.25,2.5,250.01,2500.1,3.5,3.5,0.613,6.13,0.0625,0.625,62.503,625.03,0.08,0.08,2.03,0.203,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.44,6.44,28.65,2.921,2921.18,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,,0.001771
LW 050 05 0600S,LW 050 05 0600S,LW050050600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.462,0.462,11.73,1.173,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,13,13,2.277,22.77,0.2322,2.322,232.15,2321.5,3.25,3.25,0.5692,5.692,0.05804,0.5804,58.039,580.39,0.088,0.088,2.24,0.224,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.656,6.656,29.61,3.019,3019.16,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,,0.002554
LW 050 05 0660S,LW 050 05 0660S,LW050050660S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.462,0.462,11.73,1.173,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.66,0.66,16.76,1.676,0.09,0.09,2.29,0.229,12,12,2.102,21.02,0.2143,2.143,214.3,2143,3,3,0.5254,5.254,0.05357,0.5357,53.574,535.74,0.096,0.096,2.44,0.244,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7,6.768,6.768,30.11,3.07,3069.96,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,,0.00234
LW 050 10 0180S,LW 050 10 0180S,LW050100180S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.464,0.464,11.79,1.179,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.18,0.18,4.57,0.457,0.03,0.03,0.76,0.076,87,87,15.237,152.37,1.5536,15.536,1553.65,15536.5,21.75,21.75,3.8091,38.091,0.38841,3.8841,388.412,3884.12,0.04,0.04,1.02,0.102,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,12.18,12.18,54.18,5.525,5524.85,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.348,0.348,8.84,0.884,Reference,Reference,Reference,Reference,,0.000826
LW 050 10 0240S,LW 050 10 0240S,LW050100240S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.464,0.464,11.79,1.179,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.24,0.24,6.1,0.61,0.03,0.03,0.76,0.076,68,68,11.909,119.09,1.2143,12.143,1214.34,12143.4,17,17,2.9773,29.773,0.30359,3.0359,303.586,3035.86,0.05,0.05,1.27,0.127,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,12.92,12.92,57.47,5.861,5860.51,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.348,0.348,8.84,0.884,Reference,Reference,Reference,Reference,,0.001323
LW 050 10 0300S,LW 050 10 0300S,LW050100300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.464,0.464,11.79,1.179,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,54,54,9.457,94.57,0.9643,9.643,964.33,9643.3,13.5,13.5,2.3643,23.643,0.24108,2.4108,241.083,2410.83,0.06,0.06,1.52,0.152,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,12.96,12.96,57.65,5.879,5878.66,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.348,0.348,8.84,0.884,Reference,Reference,Reference,Reference,,0.001377
LW 050 10 0360S,LW 050 10 0360S,LW050100360S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.464,0.464,11.79,1.179,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.36,0.36,9.14,0.914,0.06,0.06,1.52,0.152,47,47,8.231,82.31,0.8393,8.393,839.33,8393.3,11.75,11.75,2.0578,20.578,0.20983,2.0983,209.832,2098.32,0.07,0.07,1.78,0.178,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,13.63,13.63,60.63,6.183,6182.57,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.348,0.348,8.84,0.884,Reference,Reference,Reference,Reference,,0.001535
LW 050 10 0420S,LW 050 10 0420S,LW050100420S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.464,0.464,11.79,1.179,Reference,Reference,Reference,Reference,0.5,0.5,12.7,1.27,0.312,0.312,7.92,0.792,MIN,MIN,MIN,MIN,0.42,0.42,10.67,1.067,0.06,0.06,1.52,0.152,39,39,6.83,68.3,0.6965,6.965,696.46,6964.6,9.75,9.75,1.7075,17.075,0.17412,1.7412,174.116,1741.16,0.08,0.08,2.03,0.203,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,13.26,13.26,58.98,6.015,6014.74,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.348,0.348,8.84,0.884,Reference,Reference,Reference,Reference,,0.001928
